epoch,acc,loss,val_acc,val_loss
0,0.38266870379447937,1.458064079284668,0.23678161203861237,1.640643835067749
1,0.42944785952568054,1.1963346004486084,0.5574712753295898,1.1200835704803467
2,0.5498466491699219,1.1161644458770752,0.6459770202636719,1.073111891746521
3,0.553680956363678,0.9329885244369507,0.7413793206214905,0.8491653203964233
4,0.5989263653755188,0.8865780234336853,0.7563218474388123,0.8816409111022949
5,0.6230828166007996,0.8576490879058838,0.5103448033332825,1.1804766654968262
6,0.616180956363678,0.7158154249191284,0.6666666865348816,0.8388426899909973
7,0.6909509301185608,0.66288161277771,0.5206896662712097,1.1026545763015747
8,0.6790643930435181,0.6378788948059082,0.754023015499115,0.6335559487342834
9,0.7036042809486389,0.6316346526145935,0.4252873659133911,2.1321675777435303
10,0.6967024803161621,0.595974862575531,0.636781632900238,0.8693069219589233
11,0.7764570713043213,0.4695356488227844,0.5666666626930237,1.0636968612670898
12,0.745782196521759,0.46964994072914124,0.699999988079071,0.7611162662506104
13,0.7580521702766418,0.4598352015018463,0.7298850417137146,0.6052190065383911
14,0.8048312664031982,0.36019501090049744,0.8057471513748169,0.5094661712646484
15,0.8148006200790405,0.37327679991722107,0.7597700953483582,0.5849497318267822
16,0.807898759841919,0.3551185429096222,0.7873563170433044,0.5705179572105408
17,0.8098159432411194,0.3662005364894867,0.3701149523258209,2.337820529937744
18,0.8052147030830383,0.3519871234893799,0.8252873420715332,0.46423107385635376
19,0.8220859169960022,0.31246259808540344,0.6850574612617493,0.8449326753616333
20,0.8608129024505615,0.2499658614397049,0.8034482598304749,0.5118787288665771
21,0.8608129024505615,0.25163963437080383,0.7931034564971924,0.48097631335258484
22,0.8669478297233582,0.2395721822977066,0.8494253158569336,0.4104081690311432
23,0.8680981397628784,0.23245088756084442,0.8574712872505188,0.3871188163757324
24,0.8719325065612793,0.2277238965034485,0.5643678307533264,1.1859551668167114
25,0.8765337467193604,0.2302558720111847,0.8356322050094604,0.40179696679115295
26,0.8788343667984009,0.22108756005764008,0.8643678426742554,0.335209459066391
27,0.8926380276679993,0.21122270822525024,0.8448275923728943,0.44003379344940186
28,0.8799846768379211,0.19884827733039856,0.8333333134651184,0.4754406213760376
29,0.8657975196838379,0.2534855008125305,0.8068965673446655,0.5419892072677612
30,0.8316717743873596,0.2900829017162323,0.8678160905838013,0.36650657653808594
31,0.8980061411857605,0.18634887039661407,0.7793103456497192,0.6480015516281128
32,0.8945552110671997,0.19259166717529297,0.7264367938041687,0.7805759310722351
33,0.9049080014228821,0.14977309107780457,0.8356322050094604,0.4523242115974426
34,0.9348159432411194,0.12641556560993195,0.8643678426742554,0.34884747862815857
35,0.9152607321739197,0.14278146624565125,0.8356322050094604,0.4519696533679962
36,0.9137269854545593,0.1511622965335846,0.8080459833145142,0.5336836576461792
37,0.9098926186561584,0.1582648605108261,0.8643678426742554,0.37275078892707825
