epoch,acc,loss,val_acc,val_loss
0,0.717024564743042,0.741209864616394,0.5758620500564575,2.2763471603393555
1,0.7998466491699219,0.5589002370834351,0.5850574970245361,1.7005118131637573
2,0.8286042809486389,0.4866418242454529,0.7471264600753784,0.8140769004821777
3,0.8351227045059204,0.4462336003780365,0.7045977115631104,0.7720072865486145
4,0.8508435487747192,0.4178801476955414,0.8275862336158752,0.49745696783065796
5,0.8665643930435181,0.3765227496623993,0.8413792848587036,0.41141387820243835
6,0.8730828166007996,0.35312512516975403,0.8609195351600647,0.3957388699054718
7,0.8761503100395203,0.3422318994998932,0.8609195351600647,0.40380504727363586
8,0.8842024803161621,0.3090144991874695,0.7701149582862854,0.6911168694496155
9,0.8987730145454407,0.2804214656352997,0.8103448152542114,0.5111112594604492
10,0.9014570713043213,0.2752601206302643,0.8551723957061768,0.48176854848861694
11,0.9141104221343994,0.2506585717201233,0.8137931227684021,0.639072835445404
12,0.9133435487747192,0.2504027187824249,0.8747126460075378,0.4525049030780792
13,0.9194785356521606,0.22274476289749146,0.7758620977401733,0.7658331394195557
14,0.9202454090118408,0.22896447777748108,0.8505747318267822,0.5605734586715698
15,0.9217791557312012,0.21697476506233215,0.8701149225234985,0.4615499675273895
16,0.9194785356521606,0.2196340709924698,0.8770114779472351,0.4318678677082062
17,0.9267638325691223,0.20871517062187195,0.8896551728248596,0.3582528531551361
18,0.9325153231620789,0.19247537851333618,0.8264367580413818,0.8140896558761597
19,0.9309815764427185,0.1888512820005417,0.8919540047645569,0.4157697260379791
20,0.9321318864822388,0.1820516586303711,0.9011494517326355,0.34359636902809143
21,0.9409509301185608,0.16487754881381989,0.8574712872505188,0.4445433020591736
22,0.9424846768379211,0.1627758890390396,0.8597701191902161,0.6760568022727966
23,0.9394171833992004,0.17846699059009552,0.8241379261016846,0.5300516486167908
24,0.9474693536758423,0.14697563648223877,0.8919540047645569,0.40102502703666687
25,0.9470859169960022,0.13230489194393158,0.8540229797363281,0.6917715668678284
26,0.9428681135177612,0.15022078156471252,0.8609195351600647,0.609361469745636
27,0.9551380276679993,0.13162291049957275,0.8517241477966309,0.471219539642334
28,0.9536042809486389,0.1324111521244049,0.8931034207344055,0.39359861612319946
29,0.9585889577865601,0.12061657011508942,0.8793103694915771,0.42791178822517395
30,0.9589723944664001,0.11785290390253067,0.8793103694915771,0.5379254817962646
31,0.9516870975494385,0.1246134489774704,0.8804597854614258,0.48643600940704346
32,0.9635736346244812,0.11085889488458633,0.8735632300376892,0.49271416664123535
33,0.9578220844268799,0.11932148039340973,0.8942528963088989,0.47294530272483826
34,0.9597392678260803,0.11034216731786728,0.8678160905838013,0.5949212908744812
35,0.953987717628479,0.126173734664917,0.7643678188323975,1.2326326370239258
36,0.9597392678260803,0.12179262191057205,0.8206896781921387,0.9713066816329956
37,0.95820552110672,0.11542794108390808,0.882758617401123,0.3726641535758972
38,0.9658742547035217,0.0966094508767128,0.8908045887947083,0.5716541409492493
39,0.9647239446640015,0.10255228728055954,0.8471264243125916,0.787735641002655
40,0.9700919985771179,0.08713024854660034,0.8666666746139526,0.6609072089195251
