epoch,acc,loss,val_acc,val_loss
0,0.39992332458496094,1.4682000875473022,0.2862069010734558,1.4045313596725464
1,0.3945552110671997,1.3158670663833618,0.43103447556495667,1.2488701343536377
2,0.431365042924881,1.2773905992507935,0.5057471394538879,1.1834099292755127
3,0.44861963391304016,1.1522890329360962,0.5321838855743408,1.0992604494094849
4,0.4536042809486389,1.1488643884658813,0.5678160786628723,1.1376338005065918
5,0.4934816062450409,1.1087307929992676,0.571264386177063,1.1305006742477417
6,0.493865042924881,1.0335954427719116,0.6000000238418579,1.066080927848816
7,0.5356594920158386,1.0074409246444702,0.48965516686439514,1.1672170162200928
8,0.5475460290908813,0.953549325466156,0.5850574970245361,1.0821045637130737
9,0.5525306463241577,0.9282670021057129,0.3724137842655182,1.2593647241592407
10,0.5448619723320007,0.9226500391960144,0.4137931168079376,1.2655558586120605
11,0.5977760553359985,0.8518691658973694,0.31149426102638245,1.4350720643997192
12,0.5985429286956787,0.8348557353019714,0.4850574731826782,1.1618164777755737
13,0.637269914150238,0.7932906746864319,0.5597701072692871,1.1162359714508057
14,0.641487717628479,0.7337052822113037,0.6885057687759399,0.8466811180114746
15,0.6644938588142395,0.706817090511322,0.6816092133522034,0.8770800828933716
16,0.6495398879051208,0.7003915905952454,0.6390804648399353,0.9456197619438171
17,0.6694785356521606,0.6816734671592712,0.6206896305084229,0.9661788940429688
18,0.678680956363678,0.6571336984634399,0.699999988079071,0.7675418257713318
19,0.6871165633201599,0.6294011473655701,0.5735632181167603,0.9888357520103455
20,0.7009202241897583,0.5846583247184753,0.728735625743866,0.7175708413124084
21,0.7135736346244812,0.5450851321220398,0.6712643504142761,0.801628589630127
22,0.7154908180236816,0.5558179020881653,0.6402298808097839,0.9132632613182068
23,0.7312116622924805,0.5427815914154053,0.722988486289978,0.6687873005867004
24,0.7277607321739197,0.5142983794212341,0.4609195291996002,1.2399228811264038
25,0.7430981397628784,0.49432510137557983,0.7632184028625488,0.6118124127388
26,0.7653374075889587,0.47193169593811035,0.7425287365913391,0.6512934565544128
27,0.7645705342292786,0.46610236167907715,0.6942528486251831,0.7863239645957947
28,0.7684049010276794,0.43540099263191223,0.6379310488700867,0.921592652797699
29,0.7799080014228821,0.4271227717399597,0.6183907985687256,0.887140154838562
30,0.7979294657707214,0.391280859708786,0.8241379261016846,0.49161583185195923
31,0.8048312664031982,0.3910287618637085,0.6816092133522034,0.8001466393470764
32,0.7879601120948792,0.3878589868545532,0.6735632419586182,0.7986717224121094
33,0.8105828166007996,0.3634943962097168,0.7149425148963928,0.6990159153938293
34,0.821319043636322,0.35570934414863586,0.7988505959510803,0.5201058387756348
35,0.821319043636322,0.36170506477355957,0.6540229916572571,0.8272656798362732
36,0.8174846768379211,0.34032708406448364,0.7149425148963928,0.7035223841667175
37,0.8052147030830383,0.35422149300575256,0.7252873778343201,0.6527871489524841
38,0.8381901979446411,0.30446815490722656,0.7816091775894165,0.5436936020851135
39,0.8266870975494385,0.32605403661727905,0.8045976758003235,0.4956752061843872
40,0.849693238735199,0.28851738572120667,0.7632184028625488,0.5974044799804688
41,0.8562116622924805,0.27813521027565,0.840229868888855,0.4236375093460083
42,0.8481594920158386,0.2903924882411957,0.7574712634086609,0.5995316505432129
43,0.8527607321739197,0.2730485200881958,0.6919540166854858,0.7580368518829346
44,0.8619632124900818,0.26684659719467163,0.754023015499115,0.5906462669372559
45,0.8581288456916809,0.26278963685035706,0.7126436829566956,0.7198140025138855
46,0.8623466491699219,0.2557832598686218,0.7655172348022461,0.6120579242706299
47,0.858512282371521,0.24018298089504242,0.748275876045227,0.6521478295326233
48,0.8700153231620789,0.2432699352502823,0.8126437067985535,0.5231854915618896
49,0.8773006200790405,0.22764131426811218,0.863218367099762,0.38552165031433105
50,0.8861196041107178,0.20177848637104034,0.8195402026176453,0.46879833936691284
51,0.8853527903556824,0.20395103096961975,0.8114942312240601,0.49760186672210693
52,0.887269914150238,0.19914168119430542,0.8183907866477966,0.49321824312210083
53,0.8888036608695984,0.20067912340164185,0.8298850655555725,0.4468383491039276
54,0.8964723944664001,0.19725418090820312,0.8218390941619873,0.48501864075660706
55,0.8999233245849609,0.19699983298778534,0.8287356495857239,0.45688796043395996
56,0.9033742547035217,0.19228550791740417,0.8206896781921387,0.461672306060791
57,0.8983895778656006,0.2106877863407135,0.8149425387382507,0.4763556122779846
58,0.900306761264801,0.19623252749443054,0.8264367580413818,0.43905243277549744
59,0.9049080014228821,0.1920308768749237,0.8183907866477966,0.46474459767341614
60,0.9075919985771179,0.19478826224803925,0.8321838974952698,0.43727922439575195
61,0.9060583114624023,0.1890171319246292,0.8218390941619873,0.4612264335155487
62,0.9087423086166382,0.18508580327033997,0.8333333134651184,0.4324360191822052
63,0.9018405079841614,0.19499839842319489,0.8229885101318359,0.47098782658576965
64,0.9064416885375977,0.19200420379638672,0.8390804529190063,0.4362999200820923
65,0.9033742547035217,0.1939854472875595,0.8379310369491577,0.4231756031513214
66,0.9018405079841614,0.18399612605571747,0.8080459833145142,0.4901236593723297
67,0.9033742547035217,0.18538928031921387,0.8229885101318359,0.4488719701766968
68,0.9160276055335999,0.18226562440395355,0.8333333134651184,0.4501669108867645
69,0.9129601120948792,0.17265544831752777,0.8321838974952698,0.42581528425216675
70,0.9087423086166382,0.1963716447353363,0.8229885101318359,0.4496144652366638
71,0.9102760553359985,0.1751573234796524,0.8321838974952698,0.44957709312438965
72,0.9052914381027222,0.1847362220287323,0.8229885101318359,0.4477870762348175
73,0.9060583114624023,0.17904552817344666,0.8287356495857239,0.4300815165042877
